TimeStamp, Cell, Direction, BSSID, SSID, Strength 
1520604979176,C6,D1,38:90:a5:20:f0:fd,tudelft-dastud, -78
1520604979176,C6,D1,38:90:a5:37:40:82,tudelft-dastud, -54
1520604979176,C6,D1,50:0f:80:e3:79:60,eduroam, -63
1520604979176,C6,D1,50:0f:80:e3:79:6c,TU Delft Open Dagen, -63
1520604979176,C6,D1,38:90:a5:20:e9:0c,TU Delft Open Dagen, -71
1520604979176,C6,D1,50:0f:80:fd:7f:5c,TU Delft Open Dagen, -83
1520604979176,C6,D1,38:90:a5:8c:93:ef,eduroam, -84
1520604979176,C6,D1,38:90:a5:8c:93:e1,TUvisitor, -78
1520604979176,C6,D1,50:0f:80:e3:74:21,TUvisitor, -75
1520604979176,C6,D1,38:90:a5:00:09:4c,TU Delft Open Dagen, -90
1520604979176,C6,D1,50:0f:80:ee:6d:5c,TU Delft Open Dagen, -87
1520604979176,C6,D1,50:0f:80:e3:74:2f,eduroam, -90
1520604979176,C6,D1,50:0f:80:c4:5f:6c,TU Delft Open Dagen, -73
1520604979176,C6,D1,50:0f:80:c4:5f:63,TU Delft Open Dagen, -78
1520604979176,C6,D1,50:0f:80:c0:ce:2c,TU Delft Open Dagen, -85
1520604979176,C6,D1,38:90:a5:37:40:8f,eduroam, -63
1520604979176,C6,D1,38:90:a5:20:f0:fc,TU Delft Open Dagen, -80
1520604979176,C6,D1,38:90:a5:91:7f:8f,eduroam, -89
1520604979176,C6,D1,38:90:a5:20:e9:03,TU Delft Open Dagen, -52
1520604979176,C6,D1,38:90:a5:20:e9:0f,eduroam, -71
1520604979176,C6,D1,38:90:a5:8c:7c:dd,tudelft-dastud, -89
1520604979176,C6,D1,50:0f:80:ee:6d:50,eduroam, -81
1520604979176,C6,D1,50:0f:80:fd:7f:b1,TUvisitor, -78
1520604979176,C6,D1,50:0f:80:e3:74:2d,tudelft-dastud, -89
1520604979176,C6,D1,38:90:a5:37:42:df,eduroam, -55
1520604979176,C6,D1,38:90:a5:8c:93:e3,TU Delft Open Dagen, -78
1520604979176,C6,D1,5c:96:9d:65:76:8e,SLDE-™-2 5GHz, -91
1520604979176,C6,D1,50:0f:80:e3:79:6e,TUvisitor, -62
1520604979176,C6,D1,38:90:a5:20:e9:0e,TUvisitor, -71
1520604979176,C6,D1,38:90:a5:91:7f:8c,TU Delft Open Dagen, -87
1520604979176,C6,D1,50:0f:80:e3:74:2e,TUvisitor, -91
1520604979176,C6,D1,38:90:a5:8c:7c:df,eduroam, -87
1520604979176,C6,D1,38:90:a5:20:e9:01,TUvisitor, -52
1520604979176,C6,D1,38:90:a5:37:42:d2,tudelft-dastud, -55
1520604979176,C6,D1,50:0f:80:e3:79:61,TUvisitor, -63
1520604979176,C6,D1,50:0f:80:e3:74:23,TU Delft Open Dagen, -75
1520604979176,C6,D1,38:90:a5:91:7f:8e,TUvisitor, -90
1520604979176,C6,D1,38:90:a5:91:74:11,TUvisitor, -72
1520604979176,C6,D1,38:90:a5:37:42:d3,TU Delft Open Dagen, -55
1520604979176,C6,D1,38:90:a5:37:40:81,TUvisitor, -54
1520604979176,C6,D1,38:90:a5:37:42:dd,tudelft-dastud, -53
1520604979176,C6,D1,38:90:a5:37:42:de,TUvisitor, -55
1520604979176,C6,D1,50:0f:80:c4:5f:6f,eduroam, -74
1520604979176,C6,D1,50:0f:80:c4:60:0c,TU Delft Open Dagen, -88
1520604979176,C6,D1,50:0f:80:c4:60:0e,TUvisitor, -89
1520604959175,C6,D1,38:90:a5:37:40:83,TU Delft Open Dagen, -54
1520604959175,C6,D1,38:90:a5:37:42:d0,eduroam, -62
1520604959175,C6,D1,38:90:a5:37:40:8d,tudelft-dastud, -64
1520604959175,C6,D1,50:0f:80:fd:7f:52,tudelft-dastud, -65
1520604959175,C6,D1,50:0f:80:ee:6d:5e,TUvisitor, -89
1520604959175,C6,D1,38:90:a5:37:40:8c,TU Delft Open Dagen, -63
1520604959175,C6,D1,50:0f:80:c4:5f:6d,tudelft-dastud, -73
1520604959175,C6,D1,50:0f:80:c4:5f:6e,TUvisitor, -73
1520604959175,C6,D1,38:90:a5:20:e9:0d,tudelft-dastud, -59
1520604959175,C6,D1,50:0f:80:c4:60:0d,tudelft-dastud, -87
1520604959175,C6,D1,38:90:a5:37:40:80,eduroam, -54
1520604959175,C6,D1,38:90:a5:8c:93:ee,TUvisitor, -87
1520604959175,C6,D1,38:90:a5:00:09:4e,TUvisitor, -91
1520604959175,C6,D1,38:90:a5:37:40:8e,TUvisitor, -63
1520604959175,C6,D1,50:0f:80:fd:7f:50,eduroam, -65
1520604959175,C6,D1,50:0f:80:e3:79:62,tudelft-dastud, -63
1520604959175,C6,D1,50:0f:80:e3:79:6d,tudelft-dastud, -64
1520604959175,C6,D1,50:0f:80:fd:7f:bf,eduroam, -83
1520604959175,C6,D1,50:0f:80:e3:79:63,TU Delft Open Dagen, -63
1520604959175,C6,D1,50:0f:80:e3:79:6f,eduroam, -64
1520604959175,C6,D1,50:0f:80:fd:7f:53,TU Delft Open Dagen, -65
1520604959175,C6,D1,50:0f:80:fd:7f:bd,tudelft-dastud, -83
1520604959175,C6,D1,38:90:a5:8c:93:ed,tudelft-dastud, -88
1520604959175,C6,D1,38:90:a5:20:e9:02,tudelft-dastud, -52
1520604959175,C6,D1,38:90:a5:20:f0:ff,eduroam, -78
1520604959175,C6,D1,50:0f:80:e3:74:2c,TU Delft Open Dagen, -89
1520604959175,C6,D1,50:0f:80:fd:7f:5f,eduroam, -80
1520604959175,C6,D1,50:0f:80:fd:7f:51,TUvisitor, -78
1520604959175,C6,D1,38:90:a5:8c:93:ec,TU Delft Open Dagen, -89
1520604959175,C6,D1,38:90:a5:20:e9:00,eduroam, -51
1520604959175,C6,D1,38:90:a5:37:42:dc,TU Delft Open Dagen, -57
1520604959175,C6,D1,50:0f:80:c0:ce:2e,TUvisitor, -88
1520604959175,C6,D1,38:90:a5:37:40:82,tudelft-dastud, -54
1520604959175,C6,D1,50:0f:80:e3:79:60,eduroam, -63
1520604959175,C6,D1,50:0f:80:e3:79:6c,TU Delft Open Dagen, -64
1520604959175,C6,D1,38:90:a5:20:e9:0c,TU Delft Open Dagen, -59
1520604959175,C6,D1,50:0f:80:fd:7f:5c,TU Delft Open Dagen, -80
1520604959175,C6,D1,38:90:a5:8c:93:ef,eduroam, -88
1520604959175,C6,D1,50:0f:80:ee:6d:5c,TU Delft Open Dagen, -87
1520604959175,C6,D1,50:0f:80:e3:74:2f,eduroam, -90
1520604959175,C6,D1,50:0f:80:c4:5f:6c,TU Delft Open Dagen, -74
1520604959175,C6,D1,50:0f:80:c4:5f:63,TU Delft Open Dagen, -79
1520604959175,C6,D1,50:0f:80:c0:ce:2c,TU Delft Open Dagen, -91
1520604959175,C6,D1,38:90:a5:37:40:8f,eduroam, -64
1520604959175,C6,D1,38:90:a5:20:f0:fc,TU Delft Open Dagen, -77
1520604959175,C6,D1,50:0f:80:c0:ce:2f,eduroam, -90
1520604959175,C6,D1,50:0f:80:c0:ce:21,TUvisitor, -78
1520604959175,C6,D1,38:90:a5:91:7f:8f,eduroam, -89
1520604959175,C6,D1,38:90:a5:20:e9:03,TU Delft Open Dagen, -52
1520604959175,C6,D1,38:90:a5:20:e9:0f,eduroam, -54
1520604959175,C6,D1,50:0f:80:e3:74:22,tudelft-dastud, -85
1520604959175,C6,D1,38:90:a5:8c:7c:dd,tudelft-dastud, -89
1520604959175,C6,D1,50:0f:80:e3:74:2d,tudelft-dastud, -90
1520604959175,C6,D1,38:90:a5:37:42:df,eduroam, -57
1520604959175,C6,D1,38:90:a5:8c:93:e3,TU Delft Open Dagen, -74
1520604959175,C6,D1,5c:96:9d:65:76:8e,SLDE-™-2 5GHz, -88
1520604959175,C6,D1,38:90:a5:20:e9:0e,TUvisitor, -59
1520604959175,C6,D1,50:0f:80:e3:79:6e,TUvisitor, -64
1520604959175,C6,D1,50:0f:80:e3:74:2e,TUvisitor, -90
1520604959175,C6,D1,38:90:a5:91:7f:8c,TU Delft Open Dagen, -90
1520604959175,C6,D1,38:90:a5:8c:7c:df,eduroam, -89
1520604959175,C6,D1,38:90:a5:20:e9:01,TUvisitor, -52
1520604959175,C6,D1,50:0f:80:e3:79:61,TUvisitor, -63
1520604959175,C6,D1,38:90:a5:37:42:d2,tudelft-dastud, -68
1520604959175,C6,D1,38:90:a5:91:7f:8e,TUvisitor, -90
1520604959175,C6,D1,38:90:a5:91:74:11,TUvisitor, -78
1520604959175,C6,D1,38:90:a5:37:40:81,TUvisitor, -54
1520604959175,C6,D1,38:90:a5:37:42:dd,tudelft-dastud, -57
1520604959175,C6,D1,38:90:a5:37:42:de,TUvisitor, -57
1520604959175,C6,D1,50:0f:80:c4:5f:6f,eduroam, -74
1520604959175,C6,D1,50:0f:80:c4:60:0e,TUvisitor, -88
1520604984173,C6,D1,38:90:a5:37:42:d0,eduroam, -54
1520604984173,C6,D1,38:90:a5:37:40:83,TU Delft Open Dagen, -57
1520604984173,C6,D1,38:90:a5:37:40:8d,tudelft-dastud, -62
1520604984173,C6,D1,50:0f:80:fd:7f:52,tudelft-dastud, -67
1520604984173,C6,D1,38:90:a5:37:40:8c,TU Delft Open Dagen, -63
1520604984173,C6,D1,50:0f:80:c4:5f:6d,tudelft-dastud, -74
1520604984173,C6,D1,50:0f:80:c4:5f:6e,TUvisitor, -74
1520604984173,C6,D1,38:90:a5:20:e9:0d,tudelft-dastud, -60
1520604984173,C6,D1,38:90:a5:37:42:d1,TUvisitor, -55
1520604984173,C6,D1,50:0f:80:c0:ce:20,eduroam, -71
1520604984173,C6,D1,38:90:a5:37:40:80,eduroam, -58
1520604984173,C6,D1,38:90:a5:8c:93:ee,TUvisitor, -87
1520604984173,C6,D1,38:90:a5:37:40:8e,TUvisitor, -63
1520604984173,C6,D1,50:0f:80:fd:7f:50,eduroam, -67
1520604984173,C6,D1,50:0f:80:e3:79:62,tudelft-dastud, -63
1520604984173,C6,D1,50:0f:80:e3:79:6d,tudelft-dastud, -65
1520604984173,C6,D1,50:0f:80:e3:79:63,TU Delft Open Dagen, -65
1520604984173,C6,D1,50:0f:80:e3:79:6f,eduroam, -65
1520604984173,C6,D1,50:0f:80:fd:7f:53,TU Delft Open Dagen, -65
1520604984173,C6,D1,50:0f:80:fd:7f:5e,TUvisitor, -79
1520604984173,C6,D1,50:0f:80:fd:7f:bd,tudelft-dastud, -83
1520604984173,C6,D1,38:90:a5:8c:93:ed,tudelft-dastud, -87
1520604984173,C6,D1,38:90:a5:20:e9:02,tudelft-dastud, -52
1520604984173,C6,D1,38:90:a5:20:f0:ff,eduroam, -77
1520604984173,C6,D1,50:0f:80:e3:74:2c,TU Delft Open Dagen, -92
1520604984173,C6,D1,50:0f:80:fd:7f:51,TUvisitor, -66
1520604984173,C6,D1,38:90:a5:8c:93:ec,TU Delft Open Dagen, -86
1520604984173,C6,D1,5c:96:9d:65:76:8d,SLDE-™-2, -80
1520604984173,C6,D1,38:90:a5:20:e9:00,eduroam, -51
1520604984173,C6,D1,50:0f:80:ee:6d:5f,eduroam, -86
1520604984173,C6,D1,50:0f:80:fd:7f:bc,TU Delft Open Dagen, -84
1520604984173,C6,D1,50:0f:80:fd:7f:b3,TU Delft Open Dagen, -78
1520604984173,C6,D1,50:0f:80:fd:7f:be,TUvisitor, -83
1520604984173,C6,D1,38:90:a5:37:42:dc,TU Delft Open Dagen, -55
1520604984173,C6,D1,38:90:a5:91:74:13,TU Delft Open Dagen, -76
1520604984173,C6,D1,38:90:a5:20:f0:fd,tudelft-dastud, -76
1520604984173,C6,D1,50:0f:80:c0:ce:2e,TUvisitor, -85
1520604984173,C6,D1,38:90:a5:37:40:82,tudelft-dastud, -58
1520604984173,C6,D1,50:0f:80:e3:79:60,eduroam, -63
1520604984173,C6,D1,50:0f:80:e3:79:6c,TU Delft Open Dagen, -65
1520604984173,C6,D1,38:90:a5:20:e9:0c,TU Delft Open Dagen, -60
1520604984173,C6,D1,50:0f:80:fd:7f:5c,TU Delft Open Dagen, -82
1520604984173,C6,D1,38:90:a5:8c:93:ef,eduroam, -86
1520604984173,C6,D1,38:90:a5:8c:93:e1,TUvisitor, -80
1520604984173,C6,D1,50:0f:80:e3:74:20,eduroam, -73
1520604984173,C6,D1,50:0f:80:e3:74:21,TUvisitor, -73
1520604984173,C6,D1,38:90:a5:91:7f:8d,tudelft-dastud, -87
1520604984173,C6,D1,50:0f:80:e3:74:2f,eduroam, -92
1520604984173,C6,D1,50:0f:80:c4:5f:6c,TU Delft Open Dagen, -75
1520604984173,C6,D1,50:0f:80:c0:ce:2c,TU Delft Open Dagen, -84
1520604984173,C6,D1,38:90:a5:37:40:8f,eduroam, -62
1520604984173,C6,D1,38:90:a5:91:74:10,eduroam, -75
1520604984173,C6,D1,38:90:a5:20:f0:fc,TU Delft Open Dagen, -78
1520604984173,C6,D1,50:0f:80:ee:6d:5d,tudelft-dastud, -89
1520604984173,C6,D1,50:0f:80:c0:ce:21,TUvisitor, -70
1520604984173,C6,D1,38:90:a5:91:7f:8f,eduroam, -86
1520604984173,C6,D1,38:90:a5:20:e9:03,TU Delft Open Dagen, -52
1520604984173,C6,D1,38:90:a5:20:e9:0f,eduroam, -60
1520604984173,C6,D1,38:90:a5:00:09:4f,eduroam, -89
1520604984173,C6,D1,38:90:a5:8c:7c:dd,tudelft-dastud, -88
1520604984173,C6,D1,50:0f:80:e3:73:f1,TUvisitor, -76
1520604984173,C6,D1,38:90:a5:37:42:df,eduroam, -55
1520604984173,C6,D1,38:90:a5:8c:93:e3,TU Delft Open Dagen, -81
1520604984173,C6,D1,5c:96:9d:65:76:8e,SLDE-™-2 5GHz, -91
1520604984173,C6,D1,50:0f:80:e3:73:f3,TU Delft Open Dagen, -77
1520604984173,C6,D1,38:90:a5:20:e9:0e,TUvisitor, -60
1520604984173,C6,D1,50:0f:80:e3:74:2e,TUvisitor, -92
1520604984173,C6,D1,50:0f:80:c0:ce:22,tudelft-dastud, -71
1520604984173,C6,D1,38:90:a5:20:e9:01,TUvisitor, -53
1520604984173,C6,D1,38:90:a5:37:42:d2,tudelft-dastud, -55
1520604984173,C6,D1,50:0f:80:e3:79:61,TUvisitor, -63
1520604984173,C6,D1,38:90:a5:37:42:d3,TU Delft Open Dagen, -55
1520604984173,C6,D1,38:90:a5:37:40:81,TUvisitor, -58
1520604984173,C6,D1,38:90:a5:37:42:dd,tudelft-dastud, -54
1520604984173,C6,D1,38:90:a5:37:42:de,TUvisitor, -56
1520604984173,C6,D1,50:0f:80:c4:5f:6f,eduroam, -74
1520604984173,C6,D1,38:90:a5:00:09:4d,tudelft-dastud, -88
1520604984173,C6,D1,50:0f:80:c0:ce:2d,tudelft-dastud, -85
1520604949151,C6,D1,38:90:a5:37:42:d0,eduroam, -50
1520604949151,C6,D1,38:90:a5:37:40:83,TU Delft Open Dagen, -67
1520604949151,C6,D1,38:90:a5:37:40:8d,tudelft-dastud, -72
1520604949151,C6,D1,38:90:a5:37:40:8c,TU Delft Open Dagen, -72
1520604949151,C6,D1,50:0f:80:c4:5f:6d,tudelft-dastud, -79
1520604949151,C6,D1,50:0f:80:c4:5f:6e,TUvisitor, -78
1520604949151,C6,D1,38:90:a5:20:e9:0d,tudelft-dastud, -64
1520604949151,C6,D1,38:90:a5:37:42:d1,TUvisitor, -49
1520604949151,C6,D1,38:90:a5:20:f0:fe,TUvisitor, -78
1520604949151,C6,D1,50:0f:80:fd:7f:5d,tudelft-dastud, -85
1520604949151,C6,D1,38:90:a5:8c:93:ee,TUvisitor, -90
1520604949151,C6,D1,38:90:a5:00:09:4e,TUvisitor, -87
1520604949151,C6,D1,38:90:a5:37:40:8e,TUvisitor, -72
1520604949151,C6,D1,50:0f:80:e3:79:62,tudelft-dastud, -61
1520604949151,C6,D1,50:0f:80:e3:79:6d,tudelft-dastud, -64
1520604949151,C6,D1,50:0f:80:fd:7f:bf,eduroam, -83
1520604949151,C6,D1,50:0f:80:e3:79:63,TU Delft Open Dagen, -61
1520604949151,C6,D1,50:0f:80:e3:79:6f,eduroam, -68
1520604949151,C6,D1,50:0f:80:fd:7f:bd,tudelft-dastud, -84
1520604949151,C6,D1,50:0f:80:fd:7f:5e,TUvisitor, -85
1520604949151,C6,D1,38:90:a5:8c:93:ed,tudelft-dastud, -89
1520604949151,C6,D1,38:90:a5:20:f0:ff,eduroam, -78
1520604949151,C6,D1,38:90:a5:8c:7c:d0,eduroam, -80
1520604949151,C6,D1,50:0f:80:e3:74:2c,TU Delft Open Dagen, -88
1520604949151,C6,D1,38:90:a5:8c:93:ec,TU Delft Open Dagen, -90
1520604949151,C6,D1,50:0f:80:fd:7f:bc,TU Delft Open Dagen, -85
1520604949151,C6,D1,50:0f:80:fd:7f:be,TUvisitor, -83
1520604949151,C6,D1,38:90:a5:37:42:dc,TU Delft Open Dagen, -63
1520604949151,C6,D1,38:90:a5:20:f0:fd,tudelft-dastud, -79
1520604949151,C6,D1,50:0f:80:c0:ce:2e,TUvisitor, -89
1520604949151,C6,D1,50:0f:80:e3:79:6c,TU Delft Open Dagen, -64
1520604949151,C6,D1,38:90:a5:20:e9:0c,TU Delft Open Dagen, -63
1520604949151,C6,D1,50:0f:80:fd:7f:5c,TU Delft Open Dagen, -84
1520604949151,C6,D1,38:90:a5:8c:93:ef,eduroam, -89
1520604949151,C6,D1,38:90:a5:8c:93:e1,TUvisitor, -72
1520604949151,C6,D1,38:90:a5:00:09:4c,TU Delft Open Dagen, -90
1520604949151,C6,D1,38:90:a5:91:7f:8d,tudelft-dastud, -90
1520604949151,C6,D1,50:0f:80:e3:74:2f,eduroam, -88
1520604949151,C6,D1,50:0f:80:c4:5f:6c,TU Delft Open Dagen, -77
1520604949151,C6,D1,50:0f:80:c0:ce:2c,TU Delft Open Dagen, -88
1520604949151,C6,D1,38:90:a5:37:40:8f,eduroam, -71
1520604949151,C6,D1,50:0f:80:ee:6d:53,TU Delft Open Dagen, -74
1520604949151,C6,D1,38:90:a5:20:f0:fc,TU Delft Open Dagen, -80
1520604949151,C6,D1,38:90:a5:91:7f:8f,eduroam, -90
1520604949151,C6,D1,38:90:a5:20:e9:03,TU Delft Open Dagen, -57
1520604949151,C6,D1,38:90:a5:20:e9:0f,eduroam, -64
1520604949151,C6,D1,50:0f:80:e3:74:22,tudelft-dastud, -76
1520604949151,C6,D1,50:0f:80:e3:74:2d,tudelft-dastud, -89
1520604949151,C6,D1,38:90:a5:37:42:df,eduroam, -63
1520604949151,C6,D1,5c:96:9d:65:76:8e,SLDE-™-2 5GHz, -91
1520604949151,C6,D1,38:90:a5:20:e9:0e,TUvisitor, -64
1520604949151,C6,D1,50:0f:80:e3:79:6e,TUvisitor, -64
1520604949151,C6,D1,50:0f:80:e3:74:2e,TUvisitor, -89
1520604949151,C6,D1,38:90:a5:91:7f:8c,TU Delft Open Dagen, -89
1520604949151,C6,D1,50:0f:80:c0:ce:22,tudelft-dastud, -77
1520604949151,C6,D1,38:90:a5:20:e9:01,TUvisitor, -56
1520604949151,C6,D1,38:90:a5:8c:7c:dc,TU Delft Open Dagen, -86
1520604949151,C6,D1,38:90:a5:37:42:d2,tudelft-dastud, -49
1520604949151,C6,D1,50:0f:80:e3:79:61,TUvisitor, -61
1520604949151,C6,D1,50:0f:80:e3:74:23,TU Delft Open Dagen, -75
1520604949151,C6,D1,38:90:a5:91:7f:8e,TUvisitor, -90
1520604949151,C6,D1,38:90:a5:8c:7c:d3,TU Delft Open Dagen, -78
1520604949151,C6,D1,50:0f:80:c4:60:0f,eduroam, -87
1520604949151,C6,D1,38:90:a5:37:42:d3,TU Delft Open Dagen, -49
1520604949151,C6,D1,38:90:a5:8c:7c:de,TUvisitor, -88
1520604949151,C6,D1,38:90:a5:37:40:81,TUvisitor, -67
1520604949151,C6,D1,38:90:a5:37:42:dd,tudelft-dastud, -62
1520604949151,C6,D1,38:90:a5:37:42:de,TUvisitor, -63
1520604949151,C6,D1,50:0f:80:c4:5f:6f,eduroam, -78
1520604949151,C6,D1,38:90:a5:00:09:4d,tudelft-dastud, -90
1520604989180,C6,D1,38:90:a5:37:40:83,TU Delft Open Dagen, -56
1520604989180,C6,D1,38:90:a5:37:42:d0,eduroam, -57
1520604989180,C6,D1,38:90:a5:37:40:8d,tudelft-dastud, -61
1520604989180,C6,D1,50:0f:80:fd:7f:52,tudelft-dastud, -66
1520604989180,C6,D1,38:90:a5:37:40:8c,TU Delft Open Dagen, -63
1520604989180,C6,D1,50:0f:80:c4:5f:6d,tudelft-dastud, -74
1520604989180,C6,D1,50:0f:80:c4:5f:6e,TUvisitor, -75
1520604989180,C6,D1,38:90:a5:20:e9:0d,tudelft-dastud, -57
1520604989180,C6,D1,38:90:a5:37:42:d1,TUvisitor, -58
1520604989180,C6,D1,38:90:a5:20:f0:fe,TUvisitor, -77
1520604989180,C6,D1,50:0f:80:c0:ce:20,eduroam, -76
1520604989180,C6,D1,38:90:a5:37:40:80,eduroam, -54
1520604989180,C6,D1,50:0f:80:fd:7f:5d,tudelft-dastud, -82
1520604989180,C6,D1,38:90:a5:8c:93:ee,TUvisitor, -84
1520604989180,C6,D1,38:90:a5:37:40:8e,TUvisitor, -62
1520604989180,C6,D1,50:0f:80:fd:7f:50,eduroam, -66
1520604989180,C6,D1,50:0f:80:e3:79:6d,tudelft-dastud, -63
1520604989180,C6,D1,50:0f:80:e3:79:62,tudelft-dastud, -64
1520604989180,C6,D1,50:0f:80:e3:79:63,TU Delft Open Dagen, -62
1520604989180,C6,D1,50:0f:80:e3:79:6f,eduroam, -64
1520604989180,C6,D1,50:0f:80:fd:7f:53,TU Delft Open Dagen, -66
1520604989180,C6,D1,50:0f:80:fd:7f:5e,TUvisitor, -83
1520604989180,C6,D1,50:0f:80:fd:7f:bd,tudelft-dastud, -86
1520604989180,C6,D1,38:90:a5:8c:93:ed,tudelft-dastud, -86
1520604989180,C6,D1,38:90:a5:20:e9:02,tudelft-dastud, -55
1520604989180,C6,D1,38:90:a5:20:f0:ff,eduroam, -77
1520604989180,C6,D1,50:0f:80:e3:74:2c,TU Delft Open Dagen, -89
1520604989180,C6,D1,50:0f:80:fd:7f:51,TUvisitor, -66
1520604989180,C6,D1,38:90:a5:8c:93:ec,TU Delft Open Dagen, -85
1520604989180,C6,D1,5c:96:9d:65:76:8d,SLDE-™-2, -75
1520604989180,C6,D1,38:90:a5:20:e9:00,eduroam, -55
1520604989180,C6,D1,50:0f:80:ee:6d:5f,eduroam, -86
1520604989180,C6,D1,50:0f:80:fd:7f:bc,TU Delft Open Dagen, -83
1520604989180,C6,D1,50:0f:80:fd:7f:b3,TU Delft Open Dagen, -78
1520604989180,C6,D1,50:0f:80:fd:7f:be,TUvisitor, -85
1520604989180,C6,D1,38:90:a5:37:42:dc,TU Delft Open Dagen, -58
1520604989180,C6,D1,38:90:a5:20:f0:fd,tudelft-dastud, -77
1520604989180,C6,D1,50:0f:80:c0:ce:2e,TUvisitor, -86
1520604989180,C6,D1,38:90:a5:37:40:82,tudelft-dastud, -54
1520604989180,C6,D1,50:0f:80:e3:79:60,eduroam, -64
1520604989180,C6,D1,50:0f:80:e3:79:6c,TU Delft Open Dagen, -64
1520604989180,C6,D1,38:90:a5:20:e9:0c,TU Delft Open Dagen, -61
1520604989180,C6,D1,50:0f:80:fd:7f:5c,TU Delft Open Dagen, -83
1520604989180,C6,D1,38:90:a5:8c:93:ef,eduroam, -85
1520604989180,C6,D1,50:0f:80:e3:74:20,eduroam, -81
1520604989180,C6,D1,50:0f:80:e3:74:21,TUvisitor, -73
1520604989180,C6,D1,38:90:a5:91:7f:8d,tudelft-dastud, -86
1520604989180,C6,D1,50:0f:80:e3:74:2f,eduroam, -89
1520604989180,C6,D1,50:0f:80:c4:5f:6c,TU Delft Open Dagen, -76
1520604989180,C6,D1,50:0f:80:c0:ce:2c,TU Delft Open Dagen, -89
1520604989180,C6,D1,38:90:a5:37:40:8f,eduroam, -62
1520604989180,C6,D1,38:90:a5:20:f0:fc,TU Delft Open Dagen, -78
1520604989180,C6,D1,50:0f:80:ee:6d:5d,tudelft-dastud, -86
1520604989180,C6,D1,38:90:a5:91:7f:8f,eduroam, -86
1520604989180,C6,D1,50:0f:80:fd:7f:b2,tudelft-dastud, -78
1520604989180,C6,D1,38:90:a5:20:e9:03,TU Delft Open Dagen, -52
1520604989180,C6,D1,38:90:a5:20:e9:0f,eduroam, -60
1520604989180,C6,D1,38:90:a5:00:09:4f,eduroam, -91
1520604989180,C6,D1,38:90:a5:8c:7c:dd,tudelft-dastud, -89
1520604989180,C6,D1,50:0f:80:e3:74:2d,tudelft-dastud, -89
1520604989180,C6,D1,38:90:a5:37:42:df,eduroam, -58
1520604989180,C6,D1,5c:96:9d:65:76:8e,SLDE-™-2 5GHz, -89
