TimeStamp, Cell, Direction, BSSID, SSID, Strength 
1520606471966,C16,D3,50:0f:80:fd:7f:52,tudelft-dastud, -66
1520606471966,C16,D3,50:0f:80:c4:5f:6d,tudelft-dastud, -87
1520606471966,C16,D3,50:0f:80:c4:5f:6e,TUvisitor, -87
1520606471966,C16,D3,38:90:a5:20:e9:0d,tudelft-dastud, -72
1520606471966,C16,D3,38:90:a5:20:f0:fe,TUvisitor, -85
1520606471966,C16,D3,50:0f:80:c0:ce:20,eduroam, -66
1520606471966,C16,D3,50:0f:80:c4:60:0d,tudelft-dastud, -90
1520606471966,C16,D3,38:90:a5:37:40:80,eduroam, -80
1520606471966,C16,D3,50:0f:80:fd:7f:5d,tudelft-dastud, -83
1520606471966,C16,D3,50:0f:80:d8:f3:7c,TU Delft Open Dagen, -87
1520606471966,C16,D3,50:0f:80:d8:f3:7e,TUvisitor, -87
1520606471966,C16,D3,50:0f:80:fd:7f:50,eduroam, -67
1520606471966,C16,D3,50:0f:80:e3:79:62,tudelft-dastud, -76
1520606471966,C16,D3,50:0f:80:e3:79:6d,tudelft-dastud, -86
1520606471966,C16,D3,50:0f:80:e3:79:63,TU Delft Open Dagen, -75
1520606471966,C16,D3,50:0f:80:e3:79:6f,eduroam, -87
1520606471966,C16,D3,50:0f:80:fd:7f:53,TU Delft Open Dagen, -67
1520606471966,C16,D3,50:0f:80:fd:7f:5e,TUvisitor, -82
1520606471966,C16,D3,50:0f:80:fd:7f:bd,tudelft-dastud, -89
1520606471966,C16,D3,38:90:a5:20:e9:02,tudelft-dastud, -64
1520606471966,C16,D3,38:90:a5:20:f0:ff,eduroam, -85
1520606471966,C16,D3,50:0f:80:fd:7f:5f,eduroam, -82
1520606471966,C16,D3,50:0f:80:fd:7f:51,TUvisitor, -66
1520606471966,C16,D3,38:90:a5:20:e9:00,eduroam, -64
1520606471966,C16,D3,50:0f:80:fd:7f:bc,TU Delft Open Dagen, -90
1520606471966,C16,D3,50:0f:80:fd:7f:b3,TU Delft Open Dagen, -74
1520606471966,C16,D3,50:0f:80:fd:7f:be,TUvisitor, -91
1520606471966,C16,D3,38:90:a5:37:42:dc,TU Delft Open Dagen, -73
1520606471966,C16,D3,38:90:a5:20:f0:fd,tudelft-dastud, -86
1520606471966,C16,D3,50:0f:80:d8:f3:7f,eduroam, -88
1520606471966,C16,D3,50:0f:80:e3:79:60,eduroam, -76
1520606471966,C16,D3,50:0f:80:e3:79:6c,TU Delft Open Dagen, -87
1520606471966,C16,D3,38:90:a5:20:e9:0c,TU Delft Open Dagen, -72
1520606471966,C16,D3,50:0f:80:fd:7f:5c,TU Delft Open Dagen, -82
1520606471966,C16,D3,50:0f:80:c4:5f:6c,TU Delft Open Dagen, -86
1520606471966,C16,D3,50:0f:80:c4:5f:63,TU Delft Open Dagen, -71
1520606471966,C16,D3,50:0f:80:c0:ce:2c,TU Delft Open Dagen, -84
1520606471966,C16,D3,50:0f:80:c0:ce:23,TU Delft Open Dagen, -66
1520606471966,C16,D3,50:0f:80:c0:ce:2f,eduroam, -83
1520606471966,C16,D3,38:90:a5:20:f0:fc,TU Delft Open Dagen, -86
1520606471966,C16,D3,c4:b3:01:cd:f6:27,Gio's Mac Wifi, -86
1520606471966,C16,D3,50:0f:80:ee:6d:5d,tudelft-dastud, -88
1520606471966,C16,D3,50:0f:80:c0:ce:21,TUvisitor, -66
1520606471966,C16,D3,50:0f:80:fd:7f:b2,tudelft-dastud, -74
1520606471966,C16,D3,38:90:a5:20:e9:03,TU Delft Open Dagen, -63
1520606471966,C16,D3,38:90:a5:20:e9:0f,eduroam, -72
1520606471966,C16,D3,50:0f:80:ee:6d:50,eduroam, -79
1520606471966,C16,D3,50:0f:80:fd:7f:b1,TUvisitor, -74
1520606471966,C16,D3,38:90:a5:37:42:df,eduroam, -72
1520606471966,C16,D3,5c:96:9d:65:76:8e,SLDE-™-2 5GHz, -93
1520606471966,C16,D3,38:90:a5:20:e9:0e,TUvisitor, -72
1520606471966,C16,D3,50:0f:80:fd:7f:b0,eduroam, -74
1520606471966,C16,D3,50:0f:80:e3:79:6e,TUvisitor, -87
1520606471966,C16,D3,50:0f:80:c0:ce:22,tudelft-dastud, -66
1520606471966,C16,D3,38:90:a5:20:e9:01,TUvisitor, -62
1520606471966,C16,D3,50:0f:80:e3:79:61,TUvisitor, -76
1520606471966,C16,D3,38:90:a5:37:42:dd,tudelft-dastud, -73
1520606471966,C16,D3,38:90:a5:37:42:de,TUvisitor, -73
1520606471966,C16,D3,50:0f:80:c4:5f:6f,eduroam, -87
1520606471966,C16,D3,50:0f:80:c4:60:0c,TU Delft Open Dagen, -91
1520606471966,C16,D3,50:0f:80:c4:60:0e,TUvisitor, -90
1520606471966,C16,D3,50:0f:80:c0:ce:2d,tudelft-dastud, -84
1520606476975,C16,D3,38:90:a5:37:40:8d,tudelft-dastud, -86
1520606476975,C16,D3,50:0f:80:ee:6d:5e,TUvisitor, -88
1520606476975,C16,D3,38:90:a5:37:40:8c,TU Delft Open Dagen, -88
1520606476975,C16,D3,50:0f:80:c4:5f:6e,TUvisitor, -87
1520606476975,C16,D3,38:90:a5:20:e9:0d,tudelft-dastud, -72
1520606476975,C16,D3,38:90:a5:37:42:d1,TUvisitor, -77
1520606476975,C16,D3,50:0f:80:c0:ce:20,eduroam, -66
1520606476975,C16,D3,50:0f:80:c4:60:0d,tudelft-dastud, -89
1520606476975,C16,D3,50:0f:80:fd:7f:5d,tudelft-dastud, -80
1520606476975,C16,D3,50:0f:80:d8:f3:7c,TU Delft Open Dagen, -88
1520606476975,C16,D3,50:0f:80:d8:f3:7e,TUvisitor, -89
1520606476975,C16,D3,50:0f:80:e3:79:62,tudelft-dastud, -76
1520606476975,C16,D3,50:0f:80:fd:7f:bf,eduroam, -89
1520606476975,C16,D3,50:0f:80:e3:77:7c,TU Delft Open Dagen, -91
1520606476975,C16,D3,50:0f:80:e3:79:6f,eduroam, -86
1520606476975,C16,D3,50:0f:80:fd:7f:53,TU Delft Open Dagen, -72
1520606476975,C16,D3,50:0f:80:fd:7f:5e,TUvisitor, -80
1520606476975,C16,D3,38:90:a5:20:e9:02,tudelft-dastud, -65
1520606476975,C16,D3,38:90:a5:20:f0:ff,eduroam, -87
1520606476975,C16,D3,50:0f:80:fd:7f:5f,eduroam, -80
1520606476975,C16,D3,50:0f:80:fd:7f:51,TUvisitor, -73
1520606476975,C16,D3,38:90:a5:20:e9:00,eduroam, -61
1520606476975,C16,D3,50:0f:80:fd:7f:bc,TU Delft Open Dagen, -90
1520606476975,C16,D3,50:0f:80:fd:7f:b3,TU Delft Open Dagen, -74
1520606476975,C16,D3,50:0f:80:fd:7f:be,TUvisitor, -90
1520606476975,C16,D3,38:90:a5:37:42:dc,TU Delft Open Dagen, -73
1520606476975,C16,D3,50:0f:80:c0:ce:2e,TUvisitor, -83
1520606476975,C16,D3,50:0f:80:d8:f3:7f,eduroam, -87
1520606476975,C16,D3,50:0f:80:e3:79:60,eduroam, -75
1520606476975,C16,D3,50:0f:80:e3:79:6c,TU Delft Open Dagen, -87
1520606476975,C16,D3,38:90:a5:20:e9:0c,TU Delft Open Dagen, -71
1520606476975,C16,D3,50:0f:80:fd:7f:5c,TU Delft Open Dagen, -78
1520606476975,C16,D3,50:0f:80:ee:6d:5c,TU Delft Open Dagen, -88
1520606476975,C16,D3,50:0f:80:c4:5f:9f,eduroam, -92
1520606476975,C16,D3,50:0f:80:c4:5f:6c,TU Delft Open Dagen, -92
1520606476975,C16,D3,50:0f:80:c4:5f:63,TU Delft Open Dagen, -71
1520606476975,C16,D3,50:0f:80:c0:ce:2c,TU Delft Open Dagen, -83
1520606476975,C16,D3,50:0f:80:c0:ce:23,TU Delft Open Dagen, -66
1520606476975,C16,D3,50:0f:80:c4:5f:61,TUvisitor, -71
1520606476975,C16,D3,50:0f:80:c0:ce:2f,eduroam, -82
1520606476975,C16,D3,50:0f:80:c0:ce:21,TUvisitor, -66
1520606476975,C16,D3,50:0f:80:fd:7f:b2,tudelft-dastud, -74
1520606476975,C16,D3,38:90:a5:20:e9:03,TU Delft Open Dagen, -65
1520606476975,C16,D3,38:90:a5:20:e9:0f,eduroam, -71
1520606476975,C16,D3,50:0f:80:fd:7f:b1,TUvisitor, -74
1520606476975,C16,D3,38:90:a5:37:42:df,eduroam, -72
1520606476975,C16,D3,5c:96:9d:65:76:8e,SLDE-™-2 5GHz, -91
1520606476975,C16,D3,38:90:a5:20:e9:0e,TUvisitor, -72
1520606476975,C16,D3,50:0f:80:fd:7f:b0,eduroam, -73
1520606476975,C16,D3,50:0f:80:e3:79:6e,TUvisitor, -86
1520606476975,C16,D3,50:0f:80:c0:ce:22,tudelft-dastud, -66
1520606476975,C16,D3,38:90:a5:20:e9:01,TUvisitor, -65
1520606476975,C16,D3,50:0f:80:e3:79:61,TUvisitor, -75
1520606476975,C16,D3,38:90:a5:37:42:d2,tudelft-dastud, -77
1520606476975,C16,D3,38:90:a5:37:42:d3,TU Delft Open Dagen, -77
1520606476975,C16,D3,38:90:a5:37:42:dd,tudelft-dastud, -72
1520606476975,C16,D3,38:90:a5:37:42:de,TUvisitor, -72
1520606476975,C16,D3,50:0f:80:c4:5f:6f,eduroam, -89
1520606476975,C16,D3,50:0f:80:c0:ce:2d,tudelft-dastud, -83
1520606466975,C16,D3,38:90:a5:37:42:d0,eduroam, -77
1520606466975,C16,D3,50:0f:80:ee:6d:5e,TUvisitor, -88
1520606466975,C16,D3,38:90:a5:37:40:8c,TU Delft Open Dagen, -86
1520606466975,C16,D3,50:0f:80:c4:5f:60,eduroam, -71
1520606466975,C16,D3,50:0f:80:c4:5f:6e,TUvisitor, -89
1520606466975,C16,D3,50:0f:80:d8:f3:7d,tudelft-dastud, -88
1520606466975,C16,D3,38:90:a5:20:e9:0d,tudelft-dastud, -71
1520606466975,C16,D3,38:90:a5:37:42:d1,TUvisitor, -76
1520606466975,C16,D3,38:90:a5:20:f0:fe,TUvisitor, -86
1520606466975,C16,D3,50:0f:80:c0:ce:20,eduroam, -70
1520606466975,C16,D3,50:0f:80:fd:7f:5d,tudelft-dastud, -82
1520606466975,C16,D3,50:0f:80:d8:f3:7c,TU Delft Open Dagen, -90
1520606466975,C16,D3,50:0f:80:d8:f3:7e,TUvisitor, -88
1520606466975,C16,D3,50:0f:80:e3:79:6d,tudelft-dastud, -87
1520606466975,C16,D3,50:0f:80:fd:7f:bf,eduroam, -89
1520606466975,C16,D3,50:0f:80:e3:77:7c,TU Delft Open Dagen, -92
1520606466975,C16,D3,50:0f:80:e3:79:63,TU Delft Open Dagen, -77
1520606466975,C16,D3,50:0f:80:e3:79:6f,eduroam, -87
1520606466975,C16,D3,50:0f:80:fd:7f:53,TU Delft Open Dagen, -71
1520606466975,C16,D3,50:0f:80:fd:7f:5e,TUvisitor, -81
1520606466975,C16,D3,50:0f:80:fd:7f:bd,tudelft-dastud, -91
1520606466975,C16,D3,38:90:a5:20:e9:02,tudelft-dastud, -64
1520606466975,C16,D3,38:90:a5:20:f0:ff,eduroam, -85
1520606466975,C16,D3,50:0f:80:fd:7f:5f,eduroam, -82
1520606466975,C16,D3,50:0f:80:fd:7f:51,TUvisitor, -72
1520606466975,C16,D3,5c:96:9d:65:76:8d,SLDE-™-2, -85
1520606466975,C16,D3,38:90:a5:20:e9:00,eduroam, -63
1520606466975,C16,D3,50:0f:80:fd:7f:bc,TU Delft Open Dagen, -90
1520606466975,C16,D3,50:0f:80:fd:7f:b3,TU Delft Open Dagen, -73
1520606466975,C16,D3,50:0f:80:fd:7f:be,TUvisitor, -89
1520606466975,C16,D3,38:90:a5:37:42:dc,TU Delft Open Dagen, -74
1520606466975,C16,D3,38:90:a5:20:f0:fd,tudelft-dastud, -85
1520606466975,C16,D3,50:0f:80:c0:ce:2e,TUvisitor, -81
1520606466975,C16,D3,50:0f:80:e3:79:60,eduroam, -78
1520606466975,C16,D3,50:0f:80:e3:79:6c,TU Delft Open Dagen, -87
1520606466975,C16,D3,38:90:a5:20:e9:0c,TU Delft Open Dagen, -72
1520606466975,C16,D3,50:0f:80:fd:7f:5c,TU Delft Open Dagen, -81
1520606466975,C16,D3,50:0f:80:ee:6d:5c,TU Delft Open Dagen, -87
1520606466975,C16,D3,50:0f:80:c4:5f:6c,TU Delft Open Dagen, -88
1520606466975,C16,D3,50:0f:80:c4:5f:63,TU Delft Open Dagen, -71
1520606466975,C16,D3,50:0f:80:c0:ce:2c,TU Delft Open Dagen, -83
1520606466975,C16,D3,50:0f:80:c0:ce:23,TU Delft Open Dagen, -72
1520606466975,C16,D3,50:0f:80:c4:5f:61,TUvisitor, -71
1520606466975,C16,D3,50:0f:80:c0:ce:2f,eduroam, -82
1520606466975,C16,D3,c4:b3:01:cd:f6:27,Gio's Mac Wifi, -82
1520606466975,C16,D3,38:90:a5:20:f0:fc,TU Delft Open Dagen, -85
1520606466975,C16,D3,50:0f:80:ee:6d:5d,tudelft-dastud, -89
1520606466975,C16,D3,50:0f:80:c0:ce:21,TUvisitor, -70
1520606466975,C16,D3,50:0f:80:fd:7f:b2,tudelft-dastud, -73
1520606466975,C16,D3,38:90:a5:20:e9:03,TU Delft Open Dagen, -64
1520606466975,C16,D3,38:90:a5:20:e9:0f,eduroam, -72
1520606466975,C16,D3,50:0f:80:fd:7f:b1,TUvisitor, -74
1520606466975,C16,D3,38:90:a5:37:42:df,eduroam, -73
1520606466975,C16,D3,5c:96:9d:65:76:8e,SLDE-™-2 5GHz, -93
1520606466975,C16,D3,38:90:a5:20:e9:0e,TUvisitor, -71
1520606466975,C16,D3,50:0f:80:fd:7f:b0,eduroam, -73
1520606466975,C16,D3,50:0f:80:e3:79:6e,TUvisitor, -87
1520606466975,C16,D3,50:0f:80:c0:ce:22,tudelft-dastud, -71
1520606466975,C16,D3,38:90:a5:20:e9:01,TUvisitor, -64
1520606466975,C16,D3,38:90:a5:37:42:d2,tudelft-dastud, -76
1520606466975,C16,D3,50:0f:80:e3:79:61,TUvisitor, -77
1520606466975,C16,D3,38:90:a5:37:42:d3,TU Delft Open Dagen, -76
1520606466975,C16,D3,50:0f:80:c4:5f:62,tudelft-dastud, -71
1520606466975,C16,D3,38:90:a5:37:42:dd,tudelft-dastud, -72
1520606466975,C16,D3,38:90:a5:37:42:de,TUvisitor, -73
1520606466975,C16,D3,50:0f:80:c0:ce:2d,tudelft-dastud, -81
1520606486973,C16,D3,38:90:a5:37:42:d0,eduroam, -77
1520606486973,C16,D3,38:90:a5:37:40:8d,tudelft-dastud, -87
1520606486973,C16,D3,50:0f:80:fd:7f:52,tudelft-dastud, -68
1520606486973,C16,D3,50:0f:80:ee:6d:5e,TUvisitor, -83
1520606486973,C16,D3,38:90:a5:37:40:8c,TU Delft Open Dagen, -86
1520606486973,C16,D3,50:0f:80:d8:f3:7d,tudelft-dastud, -87
1520606486973,C16,D3,38:90:a5:20:e9:0d,tudelft-dastud, -69
1520606486973,C16,D3,50:0f:80:c0:ce:20,eduroam, -67
1520606486973,C16,D3,38:90:a5:37:40:80,eduroam, -80
1520606486973,C16,D3,50:0f:80:fd:7f:5d,tudelft-dastud, -77
1520606486973,C16,D3,50:0f:80:d8:f3:7c,TU Delft Open Dagen, -89
1520606486973,C16,D3,50:0f:80:d8:f3:7e,TUvisitor, -89
1520606486973,C16,D3,50:0f:80:fd:7f:50,eduroam, -68
1520606486973,C16,D3,50:0f:80:e3:79:62,tudelft-dastud, -76
1520606486973,C16,D3,50:0f:80:e3:79:6d,tudelft-dastud, -85
1520606486973,C16,D3,50:0f:80:e3:77:7c,TU Delft Open Dagen, -90
1520606486973,C16,D3,50:0f:80:e3:79:63,TU Delft Open Dagen, -75
1520606486973,C16,D3,50:0f:80:fd:7f:53,TU Delft Open Dagen, -68
1520606486973,C16,D3,50:0f:80:fd:7f:5e,TUvisitor, -77
1520606486973,C16,D3,38:90:a5:20:e9:02,tudelft-dastud, -59
1520606486973,C16,D3,50:0f:80:fd:7f:5f,eduroam, -76
1520606486973,C16,D3,50:0f:80:fd:7f:51,TUvisitor, -68
1520606486973,C16,D3,5c:96:9d:65:76:8d,SLDE-™-2, -88
1520606486973,C16,D3,38:90:a5:20:e9:00,eduroam, -60
1520606486973,C16,D3,50:0f:80:fd:7f:bc,TU Delft Open Dagen, -91
1520606486973,C16,D3,50:0f:80:fd:7f:b3,TU Delft Open Dagen, -75
1520606486973,C16,D3,38:90:a5:37:42:dc,TU Delft Open Dagen, -74
1520606486973,C16,D3,50:0f:80:c0:ce:2e,TUvisitor, -82
1520606486973,C16,D3,50:0f:80:e3:79:60,eduroam, -76
1520606486973,C16,D3,50:0f:80:e3:79:6c,TU Delft Open Dagen, -85
1520606486973,C16,D3,38:90:a5:20:e9:0c,TU Delft Open Dagen, -71
1520606486973,C16,D3,50:0f:80:fd:7f:5c,TU Delft Open Dagen, -77
1520606486973,C16,D3,50:0f:80:ee:6d:5c,TU Delft Open Dagen, -84
1520606486973,C16,D3,50:0f:80:c4:5f:63,TU Delft Open Dagen, -73
1520606486973,C16,D3,50:0f:80:c0:ce:23,TU Delft Open Dagen, -67
1520606486973,C16,D3,50:0f:80:e3:77:7e,TUvisitor, -90
1520606486973,C16,D3,50:0f:80:c4:5f:61,TUvisitor, -72
1520606486973,C16,D3,50:0f:80:c0:ce:2f,eduroam, -81
1520606486973,C16,D3,38:90:a5:20:f0:fc,TU Delft Open Dagen, -84
1520606486973,C16,D3,50:0f:80:ee:6d:5d,tudelft-dastud, -84
1520606486973,C16,D3,50:0f:80:c0:ce:21,TUvisitor, -67
1520606486973,C16,D3,50:0f:80:fd:7f:b2,tudelft-dastud, -75
1520606486973,C16,D3,38:90:a5:20:e9:03,TU Delft Open Dagen, -60
1520606486973,C16,D3,38:90:a5:20:e9:0f,eduroam, -70
1520606486973,C16,D3,38:90:a5:37:42:df,eduroam, -73
1520606486973,C16,D3,5c:96:9d:65:76:8e,SLDE-™-2 5GHz, -90
1520606486973,C16,D3,50:0f:80:ee:6d:52,tudelft-dastud, -77
1520606486973,C16,D3,38:90:a5:20:e9:0e,TUvisitor, -70
1520606486973,C16,D3,50:0f:80:e3:79:6e,TUvisitor, -85
1520606486973,C16,D3,50:0f:80:c0:ce:22,tudelft-dastud, -67
1520606486973,C16,D3,38:90:a5:20:e9:01,TUvisitor, -60
1520606486973,C16,D3,50:0f:80:e3:79:61,TUvisitor, -76
1520606486973,C16,D3,38:90:a5:37:42:d3,TU Delft Open Dagen, -77
1520606486973,C16,D3,50:0f:80:c4:5f:62,tudelft-dastud, -72
1520606486973,C16,D3,38:90:a5:37:42:dd,tudelft-dastud, -73
1520606486973,C16,D3,38:90:a5:37:42:de,TUvisitor, -73
1520606486973,C16,D3,50:0f:80:c0:ce:2d,tudelft-dastud, -81
